	copy_number
[Phormidium]_sp._ETS-05	3
Paracoccus_aminovorans	3
Lactobacillus_oligofermentans	5
Candidatus_Doolittlea_endobia	1
Candidatus_Hoaglandella_endobia	1
Candidatus_Gullanella_endobia	1
Candidatus_Mikella_endobia	1
Candidatus_Promineofilum_breve	1
Herbinix_luporum	4
Halomonas_sp._R57-5	6
Devriesea_agamarum	2
Alloactinosynnema_sp._L-07	3
Pseudomonas_cerasi	5
Mycolicibacterium_aurum	2
Cuniculiplasma_divulgatum	1
Neisseria_weaveri	4
Cyanobium_sp._NIES-981	3
Orrella_dioscoreae	2
secondary_endosymbiont_of_Trabutina_mannipara	1
Brucella_sp._10RB9215	3
Proteiniphilum_saccharofermentans	2
Brucella_inopinata	3
Methanobacterium_congolense	3
Petrimonas_mucosa	2
Dickeya_aquatica	7
Akkermansia_glycaniphila	3
Desulfovibrio_piger	7
Lactobacillus_acidipiscis	6
Murdochiella_vaginalis	2
Olsenella_timonensis	2
Ezakiella_massiliensis	2
Actinomyces_pacaensis	3
Lachnoclostridium_phocaeense	4
Ndongobacter_massiliensis	3
Anaerococcus_mediterraneensis	3
Herminiimonas_arsenitoxidans	2
Candidatus_Erwinia_haradaeae	1
Propionimicrobium_sp._Marseille-P3275	2
Mesotoga_infera	2
Sodalis_endosymbiont_of_Henestaris_halophilus	1
Psychrobacter_sp._DAB_AL43B	4
Phoenicibacter_congonensis	2
Nitrospira_japonica	1
Bradyrhizobium_sp._ORS_285	2
Lactobacillus_zymae	5
Pseudomonas_viridiflava	5
Brevefilum_fermentans	1
Pasteurella_dagmatis	6
Legionella_spiritensis	3
Cutibacterium_granulosum	2
Staphylococcus_piscifermentans	6
Haemophilus_pittmaniae	6
Serratia_ficaria	7
Megamonas_hypermegale	5
Dermatophilus_congolensis	3
Staphylococcus_simiae	6
Mycolicibacterium_thermoresistibile	2
Staphylococcus_stepanovicii	6
Streptococcus_merionis	4
Legionella_waltersii	3
Sphingobacterium_mizutaii	4
Clostridium_cochlearium	7
Streptococcus_acidominimus	5
Veillonella_rodentium	4
Corynebacterium_cystitidis	4
Neisseria_zoodegmatis	4
Legionella_lansingensis	4
Tenacibaculum_jejuense	3
Thermococcus_sp._EXT12c	1
Gordonibacter_urolithinfaciens	3
Anaerobutyricum_hallii	8
Pseudodesulfovibrio_profundus	3
Hartmannibacter_diazotrophicus	2
Vibrio_tapetis	6
Chlamydia_sp._H15-1957-10C	1
Chlamydia_sp._S15-834C	1
Candidatus_Nitrosocaldus_cavascurensis	1
Micropruina_glycogenica	1
Mycobacterium_basiliense	1
Massilistercora_timonensis	4
Bradyrhizobium_vignae	1
Arsenophonus_endosymbiont_of_Aleurodicus_dispersus	1
Dialister_massiliensis	5
Tessaracoccus_timonensis	1
Moritella_yayanosii	16
Candidatus_Bipolaricaulis_anaerobius	1
Enterococcus_cecorum	7
Streptococcus_ferus	5
Pseudomonas_taetrolens	7
Streptococcus_porcinus	5.75
Corynebacterium_renale	4
Haemophilus_aegyptius	6
Pseudomonas_mucidolens	5
Streptococcus_australis	4
Mycoplasma_edwardii	3
Mycoplasma_alkalescens	2
Porphyromonas_crevioricanis	4
Shewanella_benthica	11
Rhodococcus_coprophilus	4
Leminorella_richardii	7
Bacillus_lentus	9
Tatumella_ptyseos	7
Lactobacillus_zeae	5
Lentilitoribacter_sp._Alg239-R112	1
Roseburia_intestinalis	6
Petrocella_atlantisensis	5
Pedobacter_sp._eg	4
Mycolicibacterium_hassiacum	2
Christensenella_sp._Marseille-P3954	3
Alistipes_megaguti	3
Arthrobacter_agilis	2
Serratia_odorifera	7
Avibacterium_volantium	6
Actinobacillus_lignieresii	6
Legionella_cherrii	3
Providencia_rustigianii	7
Cedecea_lapagei	7
Staphylococcus_delphini	6
Streptococcus_viridans	4
Streptococcus_vestibularis	6
Streptococcus_milleri	4
Chryseobacterium_gleum	6
Staphylococcus_schweitzeri	6
Neisseria_canis	4
Streptococcus_urinalis	6
Bacillus_freudenreichii	7
Streptococcus_pseudoporcinus	6
Moraxella_cuniculi	4
Actinomyces_howellii	3
Nocardia_asteroides	5
Actinomyces_israelii	3
Actinomyces_slackii	3
Cardiobacterium_hominis	3
Veillonella_dispar	4
Aeromonas_encheleia	10
Lautropia_mirabilis	5
Legionella_jordanis	4
Prevotella_oris	5
Corynebacterium_segmentosum	4
Neisseria_animaloris	4
Legionella_adelaidensis	3
Chryseobacterium_antarcticum	3
Propionibacterium_australiense	2
Kurthia_zopfii	9
Trueperella_bialowiezensis	2
Actinomyces_viscosus	3
Listeria_grayi	6
Gemella_haemolysans	4
Chryseobacterium_jeonii	2
Corynebacterium_matruchotii	4
Porphyromonas_cangingivalis	5
Helicobacter_pullorum	2
Actinobacillus_delphinicola	6
Helicobacter_cholecystus	2
Peptoniphilus_harei	3
Peptoniphilus_ivorii	3
Bartonella_elizabethae	2
Alteromonas_sp._76-1	5
Tessaracoccus_lapidicaptus	2
Mycoplasma_salivarium	1
Mycoplasma_neurolyticum	1
Mycoplasma_conjunctivae	3
Mycoplasma_glycophilum	3
Mycoplasma_ovipneumoniae	1
Mycoplasma_gallopavonis	3
Mycoplasma_citelli	3
Mycoplasma_maculosum	1
Mycoplasma_columborale	3
Mycoplasma_columbinum	2
Mycoplasma_meleagridis	2
Mycoplasma_columbinasale	2
Acholeplasma_hippikon	3
Pseudomonas_marincola	5
Chryseobacterium_taihuense	5
Paraprevotella_xylaniphila	7
Ruthenibacterium_lactatiformans	2
Candidatus_Nitrosocosmicus_franklandus	2
Methylocella_tundrae	2
Brevundimonas_vancanneytii	2
Sphingobacterium_daejeonense	4
Hathewaya_histolytica	10
Sphingobacterium_thalpophilum	7
Gemmata_massiliana	3
Tuwongella_immobilis	4
Variovorax_sp._PBL-H6	2
Variovorax_sp._SRS16	2
Variovorax_sp._RA8	2
Variovorax_sp._PBL-E5	2
Variovorax_sp._PBS-H4	2
Variovorax_sp._WDL1	2
Streptococcus_sp._NCTC_11567	6
Rhizobium_sp._Q54	2
Planococcus_massiliensis	2
Aquicella_lusitana	2
Aquicella_siphonis	2
Paraburkholderia_sp._Msb3	6
Rhizobium_sp._TCK	3
Rhizobium_flavum	3
Rhizobium_sp._Khangiran2	3
Desulfovibrio_sp._86	3
Corynebacterium_rouxii	5
Listeria_sp._PSOL-1	4
Candidatus_Nitrosacidococcus_tergens	2
Denitratisoma_oestradiolicum	3
Acinetobacter_sp._Marseille-Q1620	7
endosymbiont_of_Plagiopylea_sp.	1
Treponema_socranskii	3
Methylacidimicrobium_sp._AP8	1
Chryseobacterium_sp._JV274	6
Xanthomonas_euroxanthea	2
Xanthomonas_sp._CPBF_426	2
Microbacterium_sp._Nx66	2
Thermococcus_sp._IRI35c	1
Microbacterium_hydrocarbonoxydans	2
Psychrobacter_arenosus	4
Anabaenopsis	4
Terriglobus	1.14
Komagataeibacter	4.2
Acholeplasma	2.5
Acinetobacter	6.65
Dolichospermum	5
Aphanizomenon	5
Aquifex	4
Bacteroides	4.66
Parabacteroides	7
Bifidobacterium	3.34
Borreliella	1
Borrelia	1
Brachyspira	1
Bradyrhizobium	1.11
Burkholderia	5.26
Campylobacter	2.91
Cyanospira	4
Haloarcula	2.94
Halosimplex	2
Helicobacter	2.06
Natrinema	3.17
Leptonema	2
Leptospira	2
Mycobacterium	1.37
Nodularia	4
Blastopirellula	2
Sinorhizobium	3
Rhizobium	3.21
Spirochaeta	2.5
Spiroplasma	1.15
Thermostaphylospora	6
Treponema	2.53
Mycoplasmopsis	2.4
Mycoplasma	1.66
Rhodococcus	4.15
Escherichia	7
Streptococcus	4.98
Clostridium	9.19
Corynebacterium	4.24
Desulfurella	2
Frankia	2.33
Lactiplantibacillus	4.53
Lactococcus	4.99
Mycolicibacterium	2
Candidatus_Phytoplasma	2
Pseudomonas	5.63
Streptomyces	6.21
Haloferax	1.92
Halobacterium	1.1
Halococcus	2
Vibrio	10.45
Thermoplasma	1
Thermoproteus	1
Actinomyces	3
Bacillus	10.33
Desulfurococcus	1
Sulfolobus	1
Wolbachia	1
Agrobacterium	4.02
Limosilactobacillus	5.33
Lactobacillus	4.78
Acidithiobacillus	2
Kamptonema	1
Salipiger	4.5
Maritimibacter	1
Stenoxybacter	4
Loigolactobacillus	4.5
Chlamydia	1.23
Chthoniobacter	1
Alkalihalobacillus	8.8
Methanococcus	2.64
Ureaplasma	2
Yersinia	7
Xylella	2
Pasteurella	5.32
Neisseria	3.85
Caulobacter	2.12
Shigella	7
Salmonella	7
Chlorobaculum	2
Saccharolobus	1
Rickettsia	1
Methanosarcina	3
Caldanaerobacter	4
Zymomonas	2.87
Brucella	3.06
Xanthomonas	2
Methanopyrus	1
Pyrobaculum	1
Pyrococcus	1
Buchnera	1
Tropheryma	1
Porphyromonas	3.75
Staphylococcus	5.95
Leifsonia	1.33
Chromobacterium	8
Basfia	6
Coxiella	1
Enterococcus	5.49
Prochlorococcus	1.03
Haemophilus	6
Geobacter	2.75
Thermus	1.88
Picrophilus	1
Listeria	5.67
Mesoplasma	2.14
Methylococcus	2
Cutibacterium	2.69
Idiomarina	4
Legionella	3.31
Thermotoga	1
Deinococcus	3.36
Methanothermobacter	2
Archaeoglobus	1
Ligilactobacillus	6.43
Francisella	2.9
Dehalococcoides	1
Ralstonia	3.09
Nitrosomonas	1
Haloquadratum	2
Clostridioides	11.92
Cupriavidus	5.5
Alcanivorax	2.4
Mesorhizobium	1.86
Nostoc	4.06
Synechocystis	2
Geobacillus	9.37
Nocardia	3.31
Klebsiella	7.96
Symbiobacterium	6
Thermococcus	1
Magnetospirillum	2
Desulfitobacterium	6.38
Synechococcus	2.09
Sodalis	5
Brevibacillus	12.25
Finegoldia	4
Orientia	1
Kocuria	3
Gemmatimonas	1.67
Nitratiruptor	3
Sulfurovum	3
Candidatus_Carsonella	1
Candidatus_Vesicomyosocius	1
Azorhizobium	3
Macrococcus	4.92
Microcystis	2
Desulfovibrio	3.32
Azospirillum	8.7
Hydrogenobacter	1
Acetobacter	4.77
Deferribacter	2
Methanocella	2.33
Rothia	3
Lacticaseibacillus	5
Aeropyrum	1
Sulfurisphaera	1
Oceanobacillus	8.75
Thermosynechococcus	1
Gloeobacter	1
Candidatus_Protochlamydia	3.5
Pectobacterium	7
Gluconobacter	4.8
Candidatus_Blochmannia	1
Histophilus	5
Aliivibrio	12.25
Anaplasma	1
Ruegeria	3.5
Psychrobacter	4.23
Colwellia	7.12
Candidatus_Pelagibacter	1
Thermobifida	3.5
Dechloromonas	3.5
Pelodictyon	2.5
Methanosphaera	3
Ehrlichia	1
Chlorobium	1.75
Hydrogenovibrio	3
Myxococcus	3.67
Nitrobacter	1
Thiobacillus	2
Nitrosococcus	2
Phocaeicola	6.67
Carboxydothermus	4
Pelobacter	3.25
Sulfurimonas	4
Hahella	5
Erythrobacter	1.43
Hyphomonas	1
Salinibacter	1
Rhodospirillum	4
Moorella	1.33
Neorickettsia	1
Novosphingobium	2.64
Rhodopseudomonas	1.9
Anaeromyxobacter	2
Syntrophus	1
Methanospirillum	4
Jannaschia	1
Rhodoferax	2.5
Janthinobacterium	6.75
Paraburkholderia	6.04
Saccharophagus	2
Methylobacillus	2
Methanococcoides	3
Shewanella	9.54
Polaromonas	2.2
Sphingopyxis	1.08
Candidatus_Koribacter	1
Arcobacter	4.87
Roseobacter	1
Cytophaga	3
Rubrobacter	1
Pseudoalteromonas	8.42
Chelativorans	2
Trichodesmium	2
Granulibacter	3
Oenococcus	2
Leuconostoc	3.95
Levilactobacillus	5.5
Pediococcus	4.4
Syntrophomonas	3
Maricaulis	2
Alkalilimnicola	2
Aeromonas	9.93
Magnetococcus	3
Candidatus_Solibacter	2
Paenarthrobacter	5.5
Methanothrix	1.67
Syntrophobacter	2
Acidothermus	1
Candidatus_Ruthia	1
Hyperthermus	1
Thermofilum	1
Nocardioides	2.59
Psychromonas	10
Acidovorax	3.75
Dichelobacter	3
Marinobacter	2.93
Bartonella	2.19
Verminephrobacter	3
Halorhodospira	2
Methylibium	1
Methanocorpusculum	3
Methanoculleus	1
Hungateiclostridium	4.33
Actinobacillus	6
Staphylothermus	1
Rhodobacter	3.29
Desulfotomaculum	7.5
Enterobacter	7.93
Polynucleobacter	1
Salinispora	3
Methanobrevibacter	2.17
Caldicellulosiruptor	3
Metallosphaera	1
Flavobacterium	5.04
Roseiflexus	2
Acidiphilium	2
Sphingomonas	1.88
Thermosipho	3.75
Alkaliphilus	9
Phenylobacterium	1
Marinomonas	8
Kineococcus	4
Ochrobactrum	4.4
Fervidobacterium	2
Parvibaculum	1
Methanoregula	1
Xanthobacter	2
Cronobacter	7
Crocosphaera	2
Pseudothermotoga	1
Ignicoccus	1
Lysinibacillus	11.11
Citrobacter	7.76
Serratia	6.87
Acaryochloris	2
Dinoroseobacter	2
Caldivirga	1
Desulfococcus	2
Candidatus_Desulforudis	2
Nitrosopumilus	1
Petrotoga	2
Delftia	5
Lachnoclostridium	5
Methylorubrum	5
Chloroflexus	3
Renibacterium	2
Anoxybacillus	8.5
Thermoanaerobacter	4
Heliobacterium	10
Cellvibrio	3.6
Methylobacterium	5.67
Candidatus_Korarchaeum	1
Methylacidiphilum	1
Leptothrix	2
Beijerinckia	3
Exiguobacterium	8.56
Opitutus	1
Natranaerobius	4
Elusimicrobium	1
Akkermansia	3
Sulfurihydrogenibium	2.5
Desulfobacterium	6
Halothermothrix	4
Chloroherpeton	1
Candidatus_Amoebophilus	1
Alteromonas	5.01
Prosthecochloris	1.75
Stenotrophomonas	3.42
Hydrogenobaculum	2
Edwardsiella	8.2
Coprothermobacter	2
Dictyoglomus	2
Thermodesulfovibrio	1
Laribacter	7
Azotobacter	6
Gluconacetobacter	4
Oligotropha	1
Persephonella	2
Thermomicrobium	2
Nautilia	4
Methylocella	2
Thauera	3.83
Rippkaea	2
Gloeothece	3
Glaesserella	6
Desulfatibacillum	2
Methanosphaerula	3
Thioalkalivibrio	1
Pseudarthrobacter	4.67
Cyanothece	2
Ruminiclostridium	6.5
Halorubrum	2.29
Acidobacterium	1
Blattabacterium	1
Aggregatibacter	6
Teredinibacter	2.5
Tolumonas	8
Beutenbergia	2
Dyadobacter	4
Micrococcus	2.06
Desulfomicrobium	2
Actinosynnema	5
Acidimicrobium	2
Capnocytophaga	3.62
Kosmotoga	2
Variovorax	2.08
Brachybacterium	3
Maridesulfovibrio	5
Zunongwangia	3
Dickeya	7
Paenibacillus	10.14
Methylotenera	2.5
Methylovorus	2
Liberibacter	3
Hirschia	2
Pedobacter	4
Cryptobacterium	3
Saccharomonospora	3
Slackia	2
Leptotrichia	4.89
Kytococcus	2
Halorhabdus	1
Halomicrobium	2.67
Methanocaldococcus	2
Chitinophaga	4.54
Catenulispora	3
Jonesia	5
Kangiella	2
Anaerococcus	3.33
Robiginitalea	2
Candidatus_Accumulibacter	2
Desulfofarcimen	10
Lancefieldella	1
Eggerthella	2.67
Alicyclobacillus	6.5
Desulfohalobium	2
Kribbella	2.5
Nakamurella	2.33
Thermomonospora	4
Sebaldella	4
Meiothermus	2
Candidatus_Puniceispirillum	1
Stackebrandtia	2
Streptobacillus	5
Ammonifex	2
Fibrobacter	3
Halothiobacillus	2
Gordonia	3.29
Haliangium	2
Rhodothermus	1
Streptosporangium	6
Sulfurospirillum	2.75
Thermanaerovibrio	3
Sanguibacter	3.5
Veillonella	4
Xylanimonas	3
Sphaerobacter	2
Thermobaculum	2
Candidatus_Atelocyanobacterium	2
Pirellula	1
Gardnerella	2
Mageeibacillus	2
Conexibacter	1
Acidaminococcus	4.5
Haloterrigena	2.33
Geodermatophilus	3
Pantoea	6.75
Allochromatium	3
Ferroglobus	1
Thermocrinis	1
Natrialba	3
Aciduliprofundum	1
Sideroxydans	2
Denitrovibrio	2
Methanohalophilus	2
Aminobacterium	3
Coraliomargarita	2
Prevotella	4.1
Desulfotalea	7
Aromatoleum	4
Natronomonas	1
Latilactobacillus	6.28
Erwinia	6.4
Xenorhabdus	7
Chromohalobacter	5
Lawsonia	2
Gramella	3
Azoarcus	3.88
Saccharopolyspora	4.6
Clavibacter	2
Sorangium	4
Bordetella	3.08
Proteus	7.1
Sphingobium	2.83
Propionibacterium	2.25
Planctopirus	2
Thermosphaera	1
Desulfurivibrio	2
Tsukamurella	2
Moraxella	4
Arcanobacterium	3.67
Syntrophothermus	2
Truepera	2
Thiomonas	1
Thermobispora	4
Waddlia	2
Segniliparus	1
Cellulomonas	2.44
Kyrpidia	5
Starkeya	1.5
Thermincola	3
Nocardiopsis	4.5
Candidatus_Riesia	2
Comamonas	4.96
Hyphomicrobium	1
Dehalogenimonas	1
Herbaspirillum	3
Olsenella	2.2
Desulfarculus	1
Sediminispirochaeta	2
Brevundimonas	1.93
Lacrimispora	6
Thermosediminibacter	3
Acetohalobium	5
Acidilobus	1
Butyrivibrio	5
Micromonospora	3.2
Gallionella	3
Thermoanaerobacterium	5
Endomicrobium	1
Candidatus_Cloacimonas	2
Lachnospira	5
Mesotoga	2
Methanolacinia	2
Vulcanisaeta	1
Ferrimonas	9
Eubacterium	4.5
Ferroplasma	1
Parvularcula	1
Dokdonia	3
Polaribacter	3.62
Maribacter	2.2
Psychroflexus	3
Phaeobacter	4
Octadecabacter	1.5
Fusobacterium	6.12
Filifactor	4
Pluralibacter	7
Ketogulonicigenium	5.5
Halanaerobium	4
Stigmatella	2
Ilyobacter	8
Rubinisphaera	2
Achromobacter	3.56
Rhodomicrobium	2
Methanothermus	2
Leadbetterella	3
Halogeometricum	1.67
Asticcacaulis	3
Pseudodesulfovibrio	2.6
Desulfurispirillum	3
Ethanoligenens	3
Parageobacillus	10
Cellulosilyticum	11
Granulicella	1
Alicycliphilus	3
Methanothermococcus	2
Ruminococcus	4
Paludibacter	3
Riemerella	2.92
Calditerrivibrio	2
Marivirga	2
Sulfuricurvum	3
Oceanithermus	2
Intrasporangium	2
Thermaerobacter	2
Thermovibrio	3
Pseudoxanthomonas	1.5
Nitratifractor	2
Cellulophaga	4.25
Isosphaera	3
Desulfobulbus	2
Rahnella	7.33
Weeksella	5
Sphaerochaeta	3.67
Odoribacter	4
Syntrophobotulus	4
Pseudopedobacter	4
Desulfurobacterium	2
Methanobacterium	2.33
Polymorphum	2
Sphingobacterium	5.23
Aerococcus	4.78
Hippea	2
Fluviicola	2
Desulfobacca	1
Coriobacterium	2
Marinithermus	3
Carnobacterium	7.2
Rhodopirellula	1
Wolinella	3
Photorhabdus	7
Bdellovibrio	1.72
Arthrobacter	5.5
Photobacterium	13.83
Croceibacter	2
Nitrosospira	1
Acetoanaerobium	6
Trichormus	4
Mobiluncus	2
Methanohalobium	2
Pseudonocardia	3.3
Amycolatopsis	3.9
Halomonas	5.19
Halalkalicoccus	1
Glutamicibacter	5.6
Mycetohabitans	3
Anaerolinea	2
Microbacterium	1.93
Paracoccus	2.69
Selenomonas	4.6
Pusillimonas	2.33
Gallibacterium	6
Halobacteriovorax	2
Lentilactobacillus	5
Lacinutrix	2
Thermodesulfobium	2
Desulfocurvibacter	3
Haliscomenobacter	2
Acidianus	1
Tepidanaerobacter	2
Mahella	3
Mycolicibacter	2
Hoyosella	3
Methanotorris	2
Methylomonas	3
Thiomicrospira	2.67
Isoptericola	3.5
Ramlibacter	1.5
Thermodesulfobacterium	1
Halopiger	3
Thermodesulfatator	2
Methanosalsum	3
Flexistipes	2
Runella	2.67
Corallococcus	3.25
Candidatus_Moranella	1
Candidatus_Tremblaya	2
Candidatus_Midichloria	1
Weissella	7.01
Advenella	2
Collimonas	3
Cyclobacterium	3.5
Pyrolobus	1
Marichromatium	3
Muricauda	2
Fructilactobacillus	6.17
Roseburia	5
Chloracidobacterium	1
Micavibrio	1
Glaciecola	3.5
Taylorella	3
Halobiforma	3
Thermobacillus	5
Thiocystis	3
Pelagibacterium	2.5
Rhodanobacter	2
Natronobacterium	3
Desulfosporosinus	9.33
Desulfallas	8
Thermovirga	3
Azospira	3
Owenweeksia	2
Actinoplanes	5.29
Simkania	1
Tannerella	2
Elizabethkingia	4.86
Frateuria	4
Singulisphaera	8
Solitalea	4
Oceanimonas	7
Niabella	2
Niastella	3
Wigglesworthia	2
Acetobacterium	5
Saprospira	3
Parachlamydia	3
Marinitoga	3
Ignavibacterium	1
Fervidicoccus	1
Providencia	7
Methylophaga	3
Shimwellia	8
Hydrogenophaga	1.88
Tistrella	4
Thermogladius	1
Alistipes	2.14
Aequorivita	2
Belliella	4
Ornithobacterium	3
Bernardetia	3
Turneriella	2
Acetomicrobium	2
Desulfomonile	1
Kitasatospora	8.8
Erysipelothrix	4.71
Candidatus_Arthromitus	5.17
Microlunatus	1
Solibacillus	12
Pelosinus	12
Arachnia	2
Mycobacteroides	1.17
Melioribacter	1
Kosakonia	6.75
Caldilinea	2
Pseudogulbenkiania	8
Oscillibacter	3
Tetragenococcus	5
Blastococcus	3
Phycisphaera	1
Rubrivivax	3
Leptospirillum	2.33
Caldisericum	1
Pararhodospirillum	1
Halobacillus	7.33
Morganella	6.94
Candidatus_Portiera	1
Cytobacillus	10.75
Sulfuricella	2
Gottschalkia	6
Cycloclasticus	1.33
Thalassospira	4.4
Candidatus_Methanomethylophilus	1
Piscirickettsia	6.01
Nitrososphaera	1
Methylocystis	1.8
Candidatus_Cardinium	1
Dehalobacter	3.17
Simiduia	3
Thermacetogenium	3
Modestobacter	3
Desulfobacula	4
Amphibacillus	6
Acidipropionibacterium	3.46
Anabaena	4
Cyanobium	2.67
Calothrix	3.43
Leptolyngbya	2.47
Rivularia	3
Pleurocapsa	3
Geitlerinema	3
Pseudanabaena	2.5
Oscillatoria	2.5
Chroococcidiopsis	3
Crinalium	4
Microcoleus	4
Gloeocapsa	2
Stanieria	2
Dactylococcopsis	3
Halothece	3
Cyanobacterium	3
Caldisphaera	1
Candidatus_Kinetoplastibacterium	3
Candidatus_Endolissoclinum	1
Spiribacter	1
Echinicola	4
Thioflavicoccus	2
Halovivax	2
Halobacteroides	5
Methanomethylovorans	2
Natronococcus	4
Saccharothrix	4
Thermoclostridium	3
Nonlabens	2.71
Desulfocapsa	3
Bibersteinia	6
Paraglaciecola	5.25
Ilumatobacter	2
Mannheimia	6
Thalassolituus	3.67
Raoultella	8
Epibacterium	4.5
Candidatus_Saccharimonas	1
Caballeronia	5
Salinarchaeum	1
Methanomassiliicoccus	1
Candidatus_Profftella	1
Candidatus_Nasuia	1
Candidatus_Symbiobacter	2
Adlercreutzia	2.5
Pandoraea	3.78
Salinispira	2
Leisingera	4.25
Barnesiella	5
Candidatus_Babela	1
Halostagnicola	2
Chania	7
Gemmatirosa	2
Kutzneria	3
Hymenobacter	3.05
Candidatus_Hepatoplasma	1
Roseibacterium	2
Hafnia	7.89
Peptoclostridium	7
Gilliamella	4
Snodgrassella	4
Trueperella	2.85
Castellaniella	2
Draconibacterium	2
Neochlamydia	2
Ensifer	3.5
Rhodoluna	1
Candidatus_Walczuchella	1
Actinotignum	3
Fimbriimonas	2
Virgibacillus	6.89
Terribacillus	8
Dyella	2
Dermacoccus	3
Palaeococcus	2
Nitrospirillum	5
Neorhizobium	3.67
Sandaracinus	2
Planktomarina	2
Candidatus_Paracaedibacter	2
Basilea	3
Thermoanaerosceptrum	5
Melissococcus	4
Candidatus_Izimaplasma	1
Cedecea	7
Curtobacterium	3.33
Pimelobacter	2
Planococcus	8.64
Geoglobus	1
Parvimonas	3
Candidatus_Methanoplasma	1
Candidatus_Nitrosocosmicus	2.33
Candidatus_Nanosynbacter	1
Myroides	8
Frischella	4
Candidatus_Nitrosopelagicus	1
Halocynthiibacter	3
Allofrancisella	3
Jeotgalibacillus	9
Celeribacter	2.25
Geoalkalibacter	3
Methyloceanibacter	1
Candidatus_Ishikawaella	3
Thiolapillus	1
Sulfuritalea	2
Winogradskyella	2.5
Candidatus_Tachikawaea	3
Serpentinomonas	2
Candidatus_Sulcia	1
Chryseobacterium	5.52
Paucilactobacillus	4.67
Companilactobacillus	3.88
Rathayibacter	2
Gynuella	4
Siansivirga	3
Psychromicrobium	2
Candidatus_Methylopumilus	1.5
Tatlockia	3
Defluviitoga	3
Candidatus_Nitrosotenuis	1
Martelella	2.4
Alcaligenes	3
Magnetospira	2
Methylomicrobium	3
Avibacterium	6
Sneathia	3
Zobellia	2
Pontibacter	4
Spirosoma	3
Ferriphaselus	3
Filomicrobium	1
Salinicoccus	4
Sedimenticola	2
Altererythrobacter	1.4
Spongiibacter	2
Halanaeroarchaeum	1
Hoeflea	1
Kiritimatiella	1
Phytobacter	7
Pragia	7
Archangium	3
Pelagerythrobacter	1
Croceicoccus	1.5
Parascardovia	2
Scardovia	2
Marinovum	2
Aurantiacibacter	1
Rufibacter	3
Methylophilus	2
Thermoactinomyces	7
Wenzhouxiangella	1
Chondromyces	3
Arsenicicoccus	2
Luteipulveratus	2
Massilia	7
Schaalia	3
Ottowia	2.5
Vulgatibacter	3
Labilithrix	4
Oblitimonas	4.33
Chelatococcus	2
Nitrospira	1
Desulfuromonas	2
Candidatus_Thioglobus	1
Lawsonella	2
Kibdelosporangium	3
Megasphaera	6.5
Citromicrobium	1
Beggiatoa	2
Confluentimicrobium	2
Lentibacillus	6
Algibacter	3.33
Apilactobacillus	5
Candidatus_Xiphinematobacter	1
Blastochloris	2.5
Devosia	2.71
Limnohabitans	2.5
Pyrodictium	1
Agarivorans	7
Sediminicola	3
Aneurinibacillus	14
Lysobacter	1.91
Aureimonas	2
Salinivirga	3
Pseudohongiella	2
Intestinimonas	2
Lacimicrobium	4
Paucibacter	6
Tenacibaculum	5.4
Roseateles	4
Pannonibacter	3
Aeromicrobium	2
Leclercia	8
Arsenophonus	3.75
Kurthia	9
Microterricola	3
Lutibacter	2
Turicibacter	10
Limnochorda	2
Thermosulfidibacter	1
Asaia	5
Rhodovulum	3
Geminocystis	3
Caldimicrobium	1
Fischerella	4
Gemella	4
Grimontia	9
Anaerotignum	7
Bosea	2
Faecalibaculum	14
Sinomonas	4
Frondihabitans	2
Peribacillus	13.12
Rhodoplanes	1
Labrenzia	3
Steroidobacter	1
Obesumbacterium	8
Zhongshania	3
Sphingorhabdus	1.75
Sporosarcina	8.75
Algoriphagus	3
Mucilaginibacter	2.68
Aminobacter	2.25
Brevibacterium	5.23
Planctomyces	3
Gemmata	3.67
Haematospirillum	5
Rummeliibacillus	12
Microbulbifer	4.1
Luteitalea	1
Defluviimonas	2
Fictibacillus	7
Dokdonella	2
Ectothiorhodospira	2
Denitrobacterium	3
Flavisolibacter	2.33
Halotalea	6
Marinobacterium	4.5
Lelliottia	7.75
Shinella	3
Mitsuaria	2
Arachidicoccus	2.5
Dietzia	2.83
Agromyces	2.4
Woeseia	1
Dermabacter	3
Cryobacterium	3
Flammeovirga	9
Serinicoccus	2
Salimicrobium	7
Paraurantiacibacter	1
Flavonifractor	2.5
Muribaculum	4
Blautia	5.33
Wenyingzhuangia	4
Immundisolibacter	1
Tsuneonella	1
Lentzea	5
Cloacibacillus	5
Secundilactobacillus	5.5
Brochothrix	9
Methyloversatilis	2
Blastomonas	2
Dialister	5
Porphyrobacter	1
Cobetia	6.67
Formosa	3.5
Lacunisphaera	1
Actinoalloteichus	3
Geosporobacter	11
Acidihalobacter	1
Urechidicola	2
Moorea	2
Halodesulfurarchaeum	1
Kozakia	5
Jeongeupia	5
Thalassotalea	6
Anaerobacillus	11
Vagococcus	6.43
Rhodobaca	3
Sulfitobacter	2.09
Caldithrix	1
Neomicrococcus	3
Luteibacter	2
Janibacter	2
Tardibacter	2
Marinilactibacillus	4
Marivivens	3
Minicystis	4
Salegentibacter	3
Amylolactobacillus	4
Thioclava	3
Roseomonas	5
Salaquimonas	1
Halioglobus	2
Poseidonibacter	7
Paludisphaera	3
Tateyamaria	1
Seonamhaeicola	2
Jeotgalibaca	6
Pelagibaca	2
Fuerstia	2
